,user_name,user_location,user_description,user_verified,date,text,hashtags,source,cleaned_text
714,cramella✨🍬,,"Dentist ✨🤍
Hue🏛️

والقلب ما دام بالرحمن ذو ثقة...ف كل شئ بحسن الظن يجتلب✨🤍",False,2022-03-14 06:48:03,"😂😎
Wordle 268 3/6

🟨⬜⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩",,Twitter for Android,Wordle 🟨⬜⬜⬜🟩 🟩🟩⬜⬜🟩 🟩🟩🟩🟩🟩
715,noxferatu.tez,"Yogyakarta, Indonesia",All About Darkness / Digital Art / Ai Generative #tezos #xtz | My Darkness Cyber Gallery 🔗https://t.co/vAN2JhcJLj,False,2022-03-14 06:48:03,@vyterio @batsu_nft Yuup he is my friend mike. Check his collection and you will blown by it.,,Twitter for Android,vyterio batsu_nft Yuup friend mike Check collection blown
716,✨ moon⁷ ✨is seeing ateez📚,They/her | 19 | Bi ,"| 💜 | #지민 : I want you to be your light, babe | 💜 | ✨ fan acc + draws ✨MULTI ult: BTS & SKZ",False,2022-03-14 06:48:03,This edit right here omg 😩 https://t.co/u6ouPFp2A5,,Twitter for iPhone,This edit right http //t.co/u6ouPFp2A5
717,Rodrigo Rosales,,La realidad es una construcción de la sociedad.,False,2022-03-14 06:48:03,someday you will be able to understand many things and you will find the meaning of some others,,Twitter for iPhone,someday able understand many thing find meaning others
718,x1over,Metaverse,"I'm a Gamer & Collector,
NFT Creator ,Collector & Promoter,
3D designer & Animator. 
https://t.co/DVX4dG3v3R
0xE32728Ff6b97d82A99bC4B34F4b59A9c00308886",False,2022-03-14 06:48:03,"@J_Partee444 @WildfiresPrjkt @Waifumons @ASHxoxStore @EGGoSphere @GorilaGlueNFT 

0xE32728Ff6b97d82A99bC4B34F4b59A9c00308886",,Twitter for Android,J_Partee444 WildfiresPrjkt Waifumons ASHxoxStore EGGoSphere GorilaGlueNFT 0xE32728Ff6b97d82A99bC4B34F4b59A9c00308886
719,"Buck, the Incel of Kiev",,"Diesel mechanic
Anarchist
looking for breeding stock",False,2022-03-14 06:48:03,@manipulatored Aleve and see a chiropracter.  Ask if they do jaws too.  With my insurance it's only 80$ a visit.,,Twitter for Android,manipulatored Aleve chiropracter jaw With insurance visit
720,Michael Kirkby,Isle of Oxney,Abstract and figure artist,False,2022-03-14 06:48:03,"@johnbpainter Excellent, good colour balance",,Twitter for Android,johnbpainter Excellent good colour balance
721,oklahoma,"Los Angeles, CA",loading …,False,2022-03-14 06:48:03,gwen’s neck/spine didn’t snap 😭 her head literally rebounded against the floor,,Twitter for iPhone,gwen neck/spine snap head literally rebounded floor
722,Claudio,"Washington, DC","If I was you, I would hate me too #Hokies",False,2022-03-14 06:48:03,@TravisRecek @MrBlakeCobb  let’s go Hokies!!!! https://t.co/BFI4YedSae,,Twitter for iPhone,TravisRecek MrBlakeCobb Hokies http //t.co/BFI4YedSae
723,Cryptos Alerting,,I'm alerting you of any relevant info about cryptos,False,2022-03-14 06:48:03,"$GMT Green Metaverse Token  
 https://t.co/0Lc3382rK6 https://t.co/9gaPRx4Az7",,AlertingCryptos,Green Metaverse Token http //t.co/0Lc3382rK6 http //t.co/9gaPRx4Az7
724,Juniper Skunktaur🦨,Ellzee & Aotearoa New Zealand,🦨 multilimb skunktaur 🦨 artist enby he/they 💚 PG13 🖼 @anderz0n3 @5n3rd 🇳🇿 IRL 40yo 💍 greymuzz ⚠ some follows 18+ 👊 BIPOC Lives Matter | Trans Rights,False,2022-03-14 06:48:03,"@PsiNei Yeah, but I can’t do anything creative if I do all that",,Twitter for iPhone,PsiNei Yeah anything creative
725,5-Minute Self-Care,,"🕰: Hi! I'm the self-care clock. If you can take just 5 minutes to do something for yourself, you will have taken a step in the right direction. I love you! 💖",False,2022-03-14 06:48:03,"🕰: Take care of yourself, google nice and fluffy dogs. It only takes five minutes.",,"Cheap Bots, Done Quick!",Take care google nice fluffy dog take five minute
726,NORMAN LETLHABILE,Rustenburg,My man intuition tells me to take life as it is and appreciate the lil you have and embrace urself. Living like no tommorow is not optional hence I hv n Angel,False,2022-03-14 06:48:03,@simangaziwenkiw U so amazing 😍🔥,,Twitter Web App,simangaziwenkiw amazing
727,Chip,Aries Empire ,Antisocial Club 💰 / West LA 🌴 Nigga / Aries ♈️ / It’s A Chosen Few 🏁,False,2022-03-14 06:48:03,Everything 10x funnier when you shouldn’t be laughing,,Twitter for iPhone,Everything funnier laughing
728,Vidyut Jammwal,"Mumbai, India",ALIVE                                                    abbassayyed77@gmail.com(Manager),True,2022-03-14 06:48:03,May I join you guys https://t.co/upOwxTr4ub,,Twitter for iPhone,join guy http //t.co/upOwxTr4ub
729,xpc1010,,늘 행복하세요~,False,2022-03-14 06:48:03,@BestFtso When can I check my current list?,,Twitter Web App,BestFtso When check current list
730,𝔸𝕐𝕋𝕌ℕ𝔼𝕊 𝔻𝔸𝕀𝕃𝕐🖤❤️,I’m everywhere,Content creator|| skit maker || comedian || Dm for ads and promotion||Just be nice and follow up🤝🖤,False,2022-03-14 06:48:03,@Ivycherop1921 @TherealUGman Let’s follow each other and be mutuals I follow back in seconds,,Twitter for iPhone,Ivycherop1921 TherealUGman follow mutuals follow back second
731,Kaktusaaak,,,False,2022-03-14 06:48:03,@SmileImee19 Done,,Twitter Web App,SmileImee19 Done
732,Mike Gill,,,False,2022-03-14 06:48:03,They gave Walker a new job to. The CEO of the Catholic Medical Center. That is exactly how it works the payment is power. That power gave Anangost more treatment centers with the cover of the CMC. Walker owes Anangost for the leverage on me. @letshearthetru https://t.co/ZOr3AW8wSa,,Twitter for iPad,They gave Walker Catholic Medical Center That exactly work payment power That power gave Anangost treatment center cover Walker owes Anangost leverage letshearthetru http //t.co/ZOr3AW8wSa
733,Sombery💜🖤,Aukat mei,"Freak....
(Sorry for DMs)..


















https://t.co/xOpR9Dxi4M",False,2022-03-14 06:48:03,Me every morning: https://t.co/IFsSHeR91q,,Twitter for Android,every morning http //t.co/IFsSHeR91q
734,TROVE ONLINE MEDIA,"Federal Capital Territory, Nig",,False,2022-03-14 06:48:03,"There are reports that the Minister of Transportation, Rotimi Amaechi, the CBN Governor, Godwin Emefiele and the Ekiti State Governor, Kayode Fayemi would also vie for the presidency even as the Minister of Labour, Chris Ngige had said he would soon join the race.",,Twitter for Android,There report Minister Transportation Rotimi Amaechi Governor Godwin Emefiele Ekiti State Governor Kayode Fayemi would also presidency even Minister Labour Chris Ngige said would soon join race
735,🅰️ndres🇳🇬,"abuja, nigeria","#GUNNER⚽⚽🥇🥇 Samsung 📷
#UNDISPUTED👌🔥📢
Making everyday magical, Creating my own sunshine. I practice what I post.💯📢📹🗝️🔞",False,2022-03-14 06:48:03,@i_manavDB10 @Arsenal Happy birthday bro,,Twitter for Android,i_manavDB10 Arsenal Happy birthday
736,marketable may plushie,SHE/HER + 🔞 MINORS DNI/DNF,professional final girl,False,2022-03-14 06:48:03,fondly(?) thinking about this https://t.co/TjWLrUIfAE,,Twitter for iPhone,fondly thinking http //t.co/TjWLrUIfAE
737,🧠,love/paw/purr/zom/gore,no longer updating - yikes gay borderline quote bot ! tweets 10 minutes ! priv qrts r okay :),False,2022-03-14 06:48:03,"You’re coming back, and it’s the end of the world. We’re starting over and I love you darling and I am done, dear.",,"Cheap Bots, Done Quick!",coming back world starting love darling done dear
738,shrapnel,,roly poly little bat-faced girl,False,2022-03-14 06:48:03,I truly do not cringe or feel embarrassment anymore it's such a life 2 live,,Twitter for iPhone,truly cringe feel embarrassment anymore life live
739,Smug Dragon Behavior,The Cave,"21 // He/They // Grey-Ace/Bi // Creature who yells about music and vidya games, sometimes makes art, or just RTs a bunch//PFP: @Arrowkumi
 B:@prismabunny",False,2022-03-14 06:48:03,I caved and bought the funny final fantasy origins game so we'll see how that goes oops,,Twitter Web App,caved bought funny final fantasy origin game go oops
740,나 ♡ | buying ban,+60 She/Her 01',꒰ my heart only for #백현 #도영 #제노 #해찬 #원우 ꒱ | Life is only a path full of efforts | selective fb :) loml @jisaea ♡ #nadoygiveaway #nadoyfeedback,False,2022-03-14 06:48:03,@hyunjinyeee Idk if there will be jc ke tak sbb digipack ni dia buat 7 covers but random cannot choose members,,Twitter for Android,hyunjinyeee digipack buat cover random choose member
741,"D is definitely tired, maybe baking (she/her)","Florida, USA","32, Blind, Queer, Polyam, pagan biracial black, PCOS, migraineur. expect politics, food, crafting, kink, sometimes depression. DM’s open, more kind than nice.",False,2022-03-14 06:48:03,"@novatjerneld This would be so very good, I wish.",,Twitter for iPhone,novatjerneld This would good wish
742,Visit Naivasha Kenya,"Naivasha, Kenya","Sports Tourism, Tourism, Marketing Sports and Awards.",False,2022-03-14 06:48:03,"@ahmednasirlaw @makaumutua @skmusyoka Since the presidency's position has gone South(Nyanza) it's high time now people should start embracing Queen's language.
Not this English of I came ,I Saw ,I conquered or Me , Myself and I.
🤣🤣🤣🤣",,Twitter for Android,ahmednasirlaw makaumutua skmusyoka Since presidency position gone South Nyanza high time people start embracing Queen language English came conquered Myself 🤣🤣🤣🤣
743,wins ☁️,click 4 acct info 👇,Mark 11:24 🤍 • was @M1NTEUCHOCO,False,2022-03-14 06:48:03,some — bol4,,Twitter for Android,bol4
744,Phume_the_gal,Mdidi Land ,"No Forex trading on my DM. I don’t bring my relationship to social media. I keep my relationship a secret, Even the person I’m dating doesn't know we are dating",False,2022-03-14 06:48:03,@stylzzy that time i love sweets 😭😭,,Twitter Web App,stylzzy time love sweet
745,charlie,,i’m not a real person yet. (he/him | 21),False,2022-03-14 06:48:03,"I *Critics* Choice Awards, signorə. https://t.co/kF2YbQIhZF",,Twitter for iPhone,*Critics* Choice Awards signorə http //t.co/kF2YbQIhZF
746,Peteŕock,,Medicine. Healthcare. Research. Politics.,False,2022-03-14 06:48:03,"@AKasingye @UmemeLtd @PoliceUg Apart from theft, has the police ever found any other motives for this action? Don't seem like random acts. The concerned authorities need to come to the bottom of the issue and solve it for once and for all. Lamentations on twitter won't fix a thing. Thank you.",,Twitter for Android,AKasingye UmemeLtd PoliceUg Apart theft police ever found motif action seem like random act concerned authority need come bottom issue solve Lamentations twitter thing Thank
747,Elle Beau 🏳️‍⚧️,,"She/Her
Lover of Fiction
Trans of Gender 🏳️‍⚧️
Critic of the unkind
18
AFTRS",False,2022-03-14 06:48:03,@karazorlls Best Superman https://t.co/a5aOnK74i8,,Twitter Web App,karazorlls Best Superman http //t.co/a5aOnK74i8
748,FOLA✂️👗👰💃,somewhere peaceful ,"Royalty**
**let's talk beautiful fabrics**
** fashion designer**
* #bzpage @royalty_imperia
 **Best in making your dream wedding gown👰✂️**⚽MUFC*",False,2022-03-14 06:48:03,"This.... &gt;&gt;&gt;
  I detest those one-sided kind of friendships https://t.co/Id1wwlyiGO",,Twitter for Android,This detest one-sided kind friendship http //t.co/Id1wwlyiGO
749,Nima Ghasemi,,Love human,False,2022-03-14 06:48:03,@TvMikaela Yummy 😋,,Twitter for Android,TvMikaela Yummy
750,Noah Kreutter,"Chicago, Illinois","Lapsed amateur writer, now working on quant cryptocurrency strategies. Former HFT index vol trader.

Georgism good; financial surveillance bad",False,2022-03-14 06:48:03,@0x49fa98 This seems untrue from at least the dawn of the printing press to the dawn of television. Not sure how true it is today,,Twitter Web App,0x49fa98 This seems untrue least dawn printing press dawn television sure true today
751,Ángel de la Cruz 🇺🇸🇵🇷🎖,My Harleys - Red and Blue ,Army Vet.,False,2022-03-14 06:48:03,This⬇️ 81 Million voters decided. https://t.co/0X0kD8YkWU,,Twitter for iPhone,This⬇️ Million voter decided http //t.co/0X0kD8YkWU
752,Biz Trip Crypto,Washington State,"Travel-Crypto-Stocks-Weights & Freedom!   
On a ""Business Trip"", leave a msg
nfa- Proud Veteran
#Bitcoin will set you free! YES but

""IF YOU KNOW, YOU SO NODE""",False,2022-03-14 06:48:03,"I reached out to a few fine people who responded kindly, read a ton of feeds that had great node info, and started reading up on specific projects I saw in these daily income lists.  

I then narrowed it down to a batch of them and took my shot!!!",,Typefully,reached fine people responded kindly read feed great node info started reading specific project daily income list narrowed batch took shot
753,Traffic Updates + Useful Info,Everywhere,"We'll help you avoid #Traffic jams🚦 & get you useful #Info fast ⚡. Trusted by over 355,000 people in #abuja #lagos #enugu #kaduna #oyo #nigeria #ghana & #kenya",False,2022-03-14 06:48:03,"""@wurlDfamPage: There's something about starting the day with the right songs. Today's just a good day to Stream #MyWorlDWithU by WurlD. Don't let the rush and traffic spoil your mood. #MyWorlDWithU will keep you on the right path all day. Enjoy https://t.co/XzQwoQrA4j",,dlvr.it,wurlDfamPage There something starting right song Today good Stream MyWorlDWithU WurlD rush traffic spoil mood MyWorlDWithU keep right path Enjoy http //t.co/XzQwoQrA4j
754,OliverUv,he/him,Thoughts are without boundary.,False,2022-03-14 06:48:03,"@JamesSACorey @SwiftOnSecurity Khronos Group, by way of competition",,Twitter Web App,JamesSACorey SwiftOnSecurity Khronos Group competition
755,"Hoses and Clamps,",,"Hoses and Clamps, Car and Truck Cooling System. Supplies and Accessories. Selected Items. Deals. Product Information. Daily Updated. (eBay Links)",False,2022-03-14 06:48:03,Gates Engine Coolant Bypass Hose for 1959 Edsel Ranger 5.4L 5.9L V8 - Engine dm https://t.co/9ubAv369uL eBay https://t.co/AbtBwwxKA7,,dlvr.it,Gates Engine Coolant Bypass Hose 1959 Edsel Ranger 5.4L 5.9L Engine http //t.co/9ubAv369uL eBay http //t.co/AbtBwwxKA7
756,Arsen Ostrovsky,Israel,"International Human Rights Lawyer ➡️ Focus: #MiddleEast 🌍 , #Israel 🇮🇱, #HumanRights ⚖️, #DigitalDiplomacy 📲, #Innovation 💡, #Food🍴. My O’s, RT≠E",True,2022-03-14 06:48:03,What a novel idea 🤔 https://t.co/BiiJwGR9rG,,Twitter for iPhone,What novel idea http //t.co/BiiJwGR9rG
757,Cami,GPS determined ,"Politically woke, Truth seeker, Designer, Tech addict, Hiker, Nature lover, USA, UK",False,2022-03-14 06:48:03,Morning #JohnsonOut49 #StandWithUkraine 👋🙏👊🏼 https://t.co/yZbcAhJeee,"['JohnsonOut49', 'StandWithUkraine']",Twitter for iPad,Morning JohnsonOut49 StandWithUkraine 👋🙏👊🏼 http //t.co/yZbcAhJeee
758,★ Colin Steer ★,"Dunfermline, Fife","Memorial Device Alternative National Treasure…Music, Art, Film & Eclecticism…",False,2022-03-14 06:48:03,@dingoderek Very. 71 is no age. A very good actor,,Twitter for iPhone,dingoderek Very good actor
759,Vibxz🥷💕,"Iowa, USA",F/A,False,2022-03-14 06:48:03,@mstaff44 @LonesomePlagued lmk if you need 1,,Twitter for iPhone,mstaff44 LonesomePlagued need
760,shockingnewsbot,,,False,2022-03-14 06:48:03,"Sarcastic Zeus, Poseidon, &amp; Hades start World War 3  2 am in Basketball Court. Claire Garee reporting for Farming News of the Future.",,"Cheap Bots, Done Quick!",Sarcastic Zeus Poseidon Hades start World Basketball Court Claire Garee reporting Farming News Future
761,FIRST Nevada,Nevada USA,#firstnevada,False,2022-03-14 06:48:03,"One week left to purchase your ticket to Mondays Dark silent auction event benefitting FIRST Nevada (8pm Monday, Mar 21st)!  
Buy Tickets: https://t.co/G2yUcEQUCY
Donate: https://t.co/ogOXzox04E or Text MDLV to 76278
Livestream: https://t.co/BdYMFj46eO https://t.co/P3WMLHMGrO",,Twitter Web App,week left purchase ticket Mondays Dark silent auction event benefitting FIRST Nevada Monday 21st Tickets http //t.co/G2yUcEQUCY Donate http //t.co/ogOXzox04E Text MDLV 76278 Livestream http //t.co/BdYMFj46eO http //t.co/P3WMLHMGrO
762,Raymond Phandango ⓥ (he / she) 🏳️‍⚧️🇪🇺🇺🇦,Skipton,"Self-diagnosed: 
Long Symptomless Covid.
Long Fibromyalgia.
Long Stealth Omicron.
Genderqueer

Mother to ginger children.
2 GCSEs C D",False,2022-03-14 06:48:03,"@Rianne45158140 @Matttall92 @GMB @lornashaddick It has been possible to offer your home to them for years.

How many have you taken in, Ri love?",,Twitter Web App,Rianne45158140 Matttall92 lornashaddick possible offer home year many taken love
763,Angel Gonzalez,,6’4 200” | C/O 22 | QB 🏹 | NCAA ID: 2203457629,False,2022-03-14 06:48:03,"Recruitment Back Open ! 
6’3 200” QB C/O 22 
2364 Passing Yards | 24 Passing TD’s 1 Rushing 
Senior Season Highlights 🙌🏼

https://t.co/rCmN5UmdO3",,Twitter for iPhone,Recruitment Back Open 2364 Passing Yards Passing Rushing Senior Season Highlights http //t.co/rCmN5UmdO3
